,annual_income,living_place,age,working_years,employed,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
5703,135000,3,33,0,True,False,True,True,True,60,False
13503,108000,5,33,8,True,True,False,False,True,60,False
25319,112500,3,40,4,True,False,False,False,True,60,False
21333,247500,3,37,5,True,False,False,False,False,60,False
26915,90000,2,52,7,True,True,False,False,True,60,False
16453,76500,3,33,6,True,True,False,True,True,60,False
147,157500,3,43,2,True,False,False,False,True,60,False
14985,225000,3,31,2,True,False,True,True,True,60,False
30981,157500,3,33,1,True,False,True,False,True,60,False
3066,135000,3,32,0,True,False,True,True,False,60,False
35790,157500,3,33,3,True,False,False,False,True,60,False
30322,135000,3,35,2,True,False,True,False,False,60,False
2539,90000,3,51,4,True,False,False,False,True,60,False
21628,135000,3,51,8,True,True,False,False,False,60,False
35170,180000,3,47,3,True,False,False,False,False,60,False
9755,108000,3,39,11,True,True,True,False,True,60,False
21007,225000,3,33,4,True,False,False,True,False,60,False
10703,121500,3,26,8,True,True,False,False,False,60,False
15364,315000,3,36,0,True,False,False,False,False,60,False
33093,144000,3,46,13,True,True,True,False,False,60,False
13755,121500,3,34,1,True,False,True,False,True,60,False
32902,337500,3,64,20,True,True,False,True,False,60,False
23873,81000,5,38,6,True,True,False,False,False,60,False
25573,81000,3,29,0,True,False,True,False,False,60,False
32727,157500,3,37,7,True,True,True,False,True,60,False
10986,292500,3,36,3,True,False,True,False,False,60,False
21277,81000,5,32,6,True,True,True,False,False,60,False
994,112500,3,45,12,True,True,False,False,False,60,False
35012,225000,3,39,8,True,True,True,False,True,60,False
20209,180000,3,39,9,True,True,True,False,False,60,False
19026,67500,3,37,8,True,True,True,False,True,60,False
24755,81000,3,41,5,True,False,True,False,True,60,False
26381,225000,4,29,1,True,False,False,True,False,60,False
25284,225000,3,29,4,True,False,False,True,True,60,False
35091,157500,3,44,26,True,True,False,True,False,60,False
23213,229500,3,30,4,True,False,True,False,False,60,False
22819,180000,3,42,5,True,False,False,True,True,60,False
17210,202500,3,26,5,True,False,False,False,True,60,False
13777,135000,3,27,2,True,False,True,False,False,60,False
4676,202500,3,27,0,True,False,True,False,True,60,True
18155,180000,5,36,10,True,True,False,False,True,60,False
32857,157500,3,37,17,True,True,True,True,True,60,False
27369,180000,3,26,2,True,False,False,False,True,60,False
6213,123750,3,45,1,True,False,False,False,False,60,False
23274,315000,3,44,6,True,True,True,True,False,60,False
22472,225000,3,51,4,True,False,False,False,True,60,False
32121,270000,3,56,6,True,True,False,True,False,60,False
31640,112500,3,47,10,True,True,False,False,True,60,False
31682,157500,3,34,3,True,False,True,False,False,60,False
29158,135000,3,37,0,True,False,False,False,False,60,False
11263,135000,3,24,1,True,False,False,True,True,60,False
30376,94500,3,42,1,True,False,False,False,True,60,False
8078,225000,3,40,1,True,False,True,True,True,60,False
14607,324000,3,36,13,True,True,True,False,False,60,False
15960,225000,3,48,1,True,False,True,False,True,60,False
10929,90000,3,52,7,True,True,False,True,True,60,False
5911,337500,3,28,7,True,True,True,False,False,60,False
27808,112500,3,22,0,True,False,False,False,False,60,False
16725,119250,3,48,1,True,False,False,False,True,60,False
30111,157500,3,37,0,True,False,True,False,False,60,False
23017,225000,3,35,1,True,False,False,False,False,60,False
11446,180000,3,54,10,True,True,False,False,False,60,False
26422,157500,3,35,8,True,True,False,False,False,60,False
20622,135000,3,35,5,True,False,True,False,True,60,False
19236,157500,3,39,0,True,False,True,False,False,60,False
29407,157500,3,38,6,True,True,False,False,False,60,False
32284,180000,3,40,12,True,True,False,False,False,60,False
10599,216000,3,29,3,True,False,True,False,False,60,False
35486,193500,3,42,4,True,False,False,False,False,60,False
8367,135000,5,44,8,True,True,False,True,False,60,False
6826,270000,3,42,8,True,True,False,True,True,60,False
31555,135000,3,66,8,True,True,False,False,True,60,False
5963,135000,3,33,1,True,False,True,True,False,60,False
35057,108000,3,44,4,True,False,False,False,False,60,False
34358,112500,3,37,5,True,False,True,True,False,60,False
25697,193500,3,50,26,True,True,False,False,False,60,False
17823,135000,3,49,1,True,False,True,True,True,60,False
35420,360000,3,45,1,True,False,True,True,True,60,False
29723,202500,3,44,5,True,False,True,False,True,60,False
19468,157500,3,42,2,True,False,False,True,True,60,False
30978,157500,3,33,1,True,False,True,False,True,60,False
11327,225000,3,28,2,True,False,False,True,False,60,False
23504,135000,3,45,11,True,True,False,False,False,60,False
32029,112500,3,32,11,True,True,True,False,False,60,False
13355,225000,3,45,7,True,True,False,True,False,60,False
14112,247500,3,48,0,True,False,False,False,False,60,False
28025,189000,3,36,10,True,True,True,True,False,60,False
29476,225000,3,38,8,True,True,False,False,True,60,False
30498,135000,3,44,1,True,False,False,True,True,60,False
30133,225000,5,35,4,True,False,True,False,True,60,False
6927,180000,3,60,0,True,False,False,False,False,60,False
1811,112500,3,46,0,True,False,True,True,False,60,False
5949,112500,3,34,2,True,False,True,False,False,60,False
5586,180000,3,49,1,True,False,False,False,True,60,False
759,135000,3,38,8,True,True,False,False,False,60,False
32400,315000,5,32,1,True,False,True,False,True,60,False
28179,135000,3,29,1,True,False,True,False,True,60,False
8363,135000,5,44,8,True,True,False,True,False,60,False
6929,135000,3,45,17,True,True,True,True,False,60,False
35113,90000,2,48,15,True,True,False,False,False,60,False
24441,112500,3,40,15,True,True,False,True,False,60,False
30753,360000,3,24,4,True,False,True,True,True,60,False
15221,292500,3,46,9,True,True,True,False,True,60,False
20073,117000,3,52,1,True,False,True,False,True,60,False
8616,157500,3,54,0,True,False,False,False,False,60,False
10068,90000,3,36,4,True,False,False,False,True,60,False
5528,202500,3,41,7,True,True,True,False,False,60,False
17969,117000,3,53,2,True,False,False,True,False,60,False
1504,292500,3,28,6,True,True,False,True,False,60,False
29294,135000,3,34,1,True,False,False,False,False,60,False
13445,90000,3,39,0,True,False,False,False,False,60,False
33478,225000,5,43,20,True,True,True,False,False,60,False
5808,225000,5,29,5,True,False,False,True,True,60,False
16954,270000,3,54,4,True,False,False,True,True,60,False
30391,148500,3,28,8,True,True,False,False,True,60,False
14266,157500,3,27,2,True,False,False,False,False,60,False
7284,315000,3,40,21,True,True,False,False,False,60,False
23893,112500,2,32,3,True,False,False,False,True,60,False
19973,90000,3,45,3,True,False,True,False,False,60,False
3849,270000,3,36,0,True,False,False,False,True,60,False
33391,45000,3,33,10,True,True,True,False,False,60,False
33528,157500,3,41,2,True,False,True,False,True,60,False
22798,153000,3,35,6,True,True,False,False,True,60,False
5701,135000,3,33,0,True,False,True,True,True,60,False
21929,112500,3,41,4,True,False,True,False,False,60,False
29187,135000,3,37,19,True,True,False,False,False,60,False
25752,180000,3,26,6,True,True,False,False,False,60,False
15984,270000,5,36,6,True,True,True,False,False,60,False
25162,180000,3,32,9,True,True,False,False,True,60,False
23031,157500,3,28,0,True,False,False,True,False,60,False
36250,157500,3,50,13,True,True,False,False,False,60,True
4948,202500,3,40,3,True,False,False,False,True,60,False
27935,135000,3,40,4,True,False,False,True,False,60,False
17960,337500,3,54,8,True,True,False,True,False,60,False
18459,135000,3,28,2,True,False,False,True,True,60,False
16184,157500,3,28,1,True,False,False,True,False,60,False
23992,135000,3,49,8,True,True,True,False,True,60,False
27816,157500,3,40,1,True,False,False,True,False,60,False
13081,135000,3,44,10,True,True,True,False,False,60,False
34057,67500,3,30,5,True,False,True,False,False,60,False
20256,162000,3,34,8,True,True,True,False,True,60,False
27833,202500,3,34,9,True,True,True,True,False,60,False
36442,108000,1,47,2,True,False,False,False,False,60,True
33257,202500,3,36,18,True,True,True,False,True,60,False
33852,157500,3,26,0,True,False,True,False,False,60,False
30540,112500,3,64,1,True,False,False,False,False,60,False
2368,225000,3,33,0,True,False,False,False,False,60,False
12960,157500,2,25,2,True,False,False,False,True,60,False
24062,99000,5,26,2,True,False,True,False,False,60,False
384,130500,3,41,13,True,True,False,False,True,60,False
4716,247500,3,44,23,True,True,False,False,False,60,False
21160,135000,3,57,10,True,True,False,False,False,60,False
10981,180000,3,52,9,True,True,True,False,False,60,False
2704,94500,3,54,18,True,True,True,True,False,60,False
5371,112500,3,40,9,True,True,True,False,False,60,False
18614,270000,3,50,27,True,True,True,False,False,60,False
19366,225000,3,33,1,True,False,False,False,False,60,False
19806,225000,3,47,0,True,False,True,True,False,60,False
24202,270000,3,46,0,True,False,False,False,False,60,False
3978,220500,3,39,0,True,False,True,True,False,60,False
13531,292500,3,54,17,True,True,False,False,True,60,False
4291,180000,3,31,9,True,True,False,True,False,60,False
26864,171000,3,53,15,True,True,False,False,True,60,False
2124,292500,3,38,1,True,False,True,True,False,60,False
33570,360000,3,30,1,True,False,True,False,True,60,False
6001,202500,3,45,8,True,True,True,False,False,60,False
29745,45000,3,37,0,True,False,True,False,False,60,False
16864,157500,3,32,10,True,True,False,False,True,60,False
14870,270000,3,49,27,True,True,False,False,False,60,False
19906,63000,3,53,20,True,True,False,False,False,60,False
24523,112500,3,28,0,True,False,False,False,True,60,False
20911,157500,3,29,4,True,False,False,False,False,60,False
28107,270000,5,40,7,True,True,False,False,True,60,False
18546,180000,3,41,13,True,True,False,False,True,60,False
34541,135000,3,27,6,True,True,False,False,True,60,False
20697,157500,5,29,3,True,False,True,False,True,60,False
15645,180000,3,31,2,True,False,True,True,False,60,False
33810,270000,5,32,1,True,False,False,False,True,60,False
36358,180000,2,26,8,True,True,False,False,True,60,True
7205,135000,5,30,4,True,False,True,False,False,60,False
15861,135000,3,46,0,True,False,False,False,False,60,False
8641,135000,3,31,1,True,False,True,False,False,60,False
8110,121500,3,50,22,True,True,False,False,False,60,False
4964,171000,3,51,20,True,True,False,False,True,60,False
3337,225000,3,51,32,True,True,False,True,True,60,False
31646,180000,3,28,6,True,True,False,False,True,60,False
26351,135000,3,40,1,True,False,False,False,False,60,False
11354,135000,3,28,0,True,False,False,False,False,60,False
3305,202500,3,38,3,True,False,False,False,True,60,False
3596,225000,3,28,5,True,False,True,False,False,60,False
34473,180000,3,25,1,True,False,True,False,False,60,False
8380,247500,3,43,5,True,False,False,True,True,60,False
16650,270000,3,37,4,True,False,False,True,False,60,False
22169,225000,5,27,3,True,False,False,False,False,60,False
6402,360000,3,36,2,True,False,True,True,True,60,False
13359,180000,3,41,2,True,False,False,False,False,60,False
3418,81000,3,34,2,True,False,False,True,False,60,False
19256,315000,3,53,2,True,False,False,True,True,60,False
7062,148500,1,46,6,True,True,False,True,False,60,False
36417,180000,3,27,1,True,False,False,True,False,60,True
33369,135000,3,43,18,True,True,False,False,True,60,False
22448,72000,3,42,15,True,True,True,False,True,60,False
26607,315000,3,31,5,True,False,False,False,False,60,False
17654,180000,3,46,8,True,True,False,False,False,60,False
36331,202500,3,48,8,True,True,False,True,False,60,True
2544,157500,3,55,2,True,False,False,False,False,60,False
31048,135000,3,39,5,True,False,False,False,False,60,False
12191,270000,3,40,22,True,True,False,False,True,60,False
2796,90000,3,52,9,True,True,False,False,False,60,False
25703,193500,3,50,26,True,True,False,False,False,60,False
33456,76500,3,39,5,True,False,True,False,False,60,False
8289,121500,3,59,0,True,False,False,False,False,60,False
27118,225000,3,33,0,True,False,False,False,True,60,False
35247,247500,3,30,9,True,True,False,True,True,60,False
35875,180000,3,60,1,True,False,False,False,True,60,False
29467,247500,3,51,4,True,False,False,False,True,60,False
32773,135000,3,40,9,True,True,False,False,True,60,False
10515,90000,3,32,1,True,False,True,False,False,60,False
16703,135000,4,39,11,True,True,True,False,False,60,False
12048,132372,5,23,1,True,False,False,False,True,60,False
28057,202500,3,29,6,True,True,True,False,False,60,False
11344,135000,3,28,0,True,False,False,False,False,60,False
27558,112500,3,52,14,True,True,False,False,True,60,False
4886,202500,3,40,0,True,False,False,False,False,60,False
32548,90000,3,47,8,True,True,False,False,True,60,True
16644,270000,3,37,4,True,False,False,True,False,60,False
29059,121500,3,39,10,True,True,True,True,False,60,False
31337,157500,3,54,3,True,False,False,False,False,60,False
15965,265500,3,43,9,True,True,False,False,True,60,False
4696,202500,3,49,3,True,False,False,False,False,60,False
33854,157500,3,26,0,True,False,True,False,False,60,False
14584,180000,3,41,18,True,True,True,False,True,60,False
20594,126000,3,30,3,True,False,True,False,True,60,False
31454,144000,3,36,13,True,True,False,False,False,60,False
23792,180000,3,35,1,True,False,False,False,True,60,False
27987,180000,3,27,4,True,False,True,True,False,60,False
20100,360000,3,31,5,True,False,False,True,False,60,False
6610,180000,5,22,3,True,False,True,False,True,60,False
10335,166500,2,35,0,True,False,False,False,False,60,False
6798,202500,3,38,19,True,True,True,True,False,60,False
13388,184500,2,49,3,True,False,False,False,False,60,False
35605,157500,4,28,6,True,True,False,False,False,60,False
4071,292500,3,45,4,True,False,False,True,False,60,False
29815,112500,3,27,1,True,False,True,False,True,60,False
29734,225000,3,35,11,True,True,True,False,False,60,False
9896,202500,3,41,5,True,False,True,True,True,60,False
34986,225000,3,52,2,True,False,True,False,True,60,False
2453,135000,3,46,3,True,False,False,True,False,60,False
36411,135000,2,29,5,True,False,False,False,False,60,True
34214,121500,3,32,8,True,True,True,False,True,60,False
32619,157500,3,27,7,True,True,True,False,True,60,False
9593,135000,3,43,4,True,False,False,False,True,60,False
7413,72000,3,45,15,True,True,False,False,False,60,False
5497,247500,5,33,0,True,False,True,False,False,60,False
25126,103500,3,29,0,True,False,False,True,True,60,False
11224,256500,3,38,7,True,True,False,True,True,60,False
12123,180000,3,28,5,True,False,False,False,False,60,False
19141,135000,4,37,3,True,False,False,False,False,60,False
10860,270000,3,53,3,True,False,False,False,False,60,False
19521,157500,3,34,1,True,False,False,False,False,60,False
25445,135000,3,29,8,True,True,True,False,False,60,False
12569,180000,2,45,0,True,False,True,False,True,60,False
29351,135000,3,52,10,True,True,False,False,True,60,False
